cid,id,S,F,SF,T,R,DD,tS,band,fails,grade,universe,neutralization,decay,truncation,delay,submitted,expr
w106_c,78ZR5Vpb,2.64,1.91,4.55,0.211,0.1105,0.029,1.7,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 5), subindustry) + rank(volume/ts_mean(volume, 120))"
w74_e,883X3K2X,2.95,1.6,4.55,0.4487,0.1319,0.0409,3.79,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w74_g,e79E997g,2.96,1.59,4.55,0.4644,0.1337,0.0419,3.72,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w79_c,xAY5plkN,2.63,1.92,4.55,0.2053,0.1097,0.0429,1.52,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
h05_xc_vwap,om6lVrZn,2.49,2.05,4.54,0.1612,0.1097,0.0309,1.23,C,,EXCELLENT,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + rank(-ts_delta(vwap, 2))"
w119_i,j23pv2ej,2.61,1.93,4.54,0.2055,0.1121,0.0338,2.47,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_intc/assets, bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_corr(close, volume, 60)), range=""0.1, 1, 0.1""))"
w39_b,d5O93jvJ,2.31,2.23,4.54,0.1005,0.1169,0.0323,1.18,C,,EXCELLENT,TOP2000,SUBINDUSTRY,35,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w91_d,qMWpGw3Z,2.42,2.12,4.54,0.1404,0.1079,0.0358,1.36,C,,EXCELLENT,TOP3000,INDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.45*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.45*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
o2_xopr_vwap_vol90,RRV7QVQn,2.58,1.95,4.53,0.1933,0.1103,0.0428,2.35,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 90))"
r6_p5_sec,akL7l22v,2.42,2.11,4.53,0.1047,0.0953,0.036,2.06,C,,EXCELLENT,TOP3000,SECTOR,12,0.08,1,N,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w35_n,WjPLXObd,2.58,1.95,4.53,0.1991,0.1139,0.0355,2.5,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
p5_np_ind,gJQjvq2J,2.45,2.07,4.52,0.1318,0.094,0.0346,2.15,C,,EXCELLENT,TOP3000,INDUSTRY,8,0.08,1,N,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w3_s8_d25,3q9lk3vP,2.41,2.11,4.52,0.0971,0.0955,0.042,2.29,C,,EXCELLENT,TOP3000,SUBINDUSTRY,25,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w78_c,YP5YllvM,2.59,1.93,4.52,0.2051,0.1137,0.0282,2.1,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w115_e,d5OJrkww,2.56,1.95,4.51,0.2091,0.1213,0.0358,1.69,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w36_a,N1Qe50Mp,2.37,2.14,4.51,0.113,0.1016,0.037,1.98,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w67_d,O0rM8nNY,2.66,1.85,4.51,0.3225,0.1554,0.0301,3.13,C,,GOOD,TOP3000,INDUSTRY,2,0.08,1,N,"group_rank(liabilities_curr/assets, industry) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_netdebt_mean/assets, industry) + group_rank(-ts_rank(close, 10), industry)"
w109_h,LL9odxav,2.74,1.76,4.5,0.2691,0.1109,0.0324,2.01,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w110_b,58QKkXKo,2.66,1.84,4.5,0.2385,0.1137,0.029,2.34,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w111_f,le8wjM3n,2.67,1.83,4.5,0.2376,0.1119,0.0332,1.73,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebit_low/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_median/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.05, 1, 0.05""))"
w1_s8_rev3,blRjrZoq,2.38,2.12,4.5,0.1124,0.0991,0.0433,2.14,C,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,1,N,"group_rank(-ts_delta(close, 3), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w39_f,58QGA2QJ,2.4,2.1,4.5,0.0825,0.0953,0.0373,1.64,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))"
f09_sector_grp,le8lQ3n7,2.53,1.96,4.49,0.2211,0.1324,0.0448,1.87,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(liabilities_curr/assets, sector) + rank(-ts_delta(close, 2))"
w100_a,ZY0vk2wx,2.39,2.1,4.49,0.0797,0.0966,0.0294,1.93,C,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"trade_when(volume > adv20, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w77_e,A10ExKrd,2.59,1.9,4.49,0.2195,0.1181,0.0317,1.96,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w87_a,Jjx27rMn,2.43,2.06,4.49,0.113,0.0901,0.0285,1.51,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))"
w91_g,mLgN7EYp,2.43,2.06,4.49,0.113,0.0901,0.0285,1.51,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.03,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))"
e04_liab_rev,78Z1qvnv,2.5,1.98,4.48,0.168,0.1056,0.035,1.94,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(liabilities_curr / assets, subindustry) + rank(-ts_delta(close, 2))"
w101_g,MP1NKOXM,3.07,1.41,4.48,0.6581,0.1379,0.0421,2.63,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(news_prev_day_ret, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w110_i,kqVpP8Yd,2.59,1.89,4.48,0.2079,0.1111,0.0268,1.64,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 75), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 5), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w118_j,gJQlJjbg,2.62,1.86,4.48,0.2165,0.1086,0.0321,2.49,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_cicurr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w76_h,78ZloP9L,2.69,1.79,4.48,0.2814,0.1252,0.0319,1.89,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))"
d3_d0_grev_xr_vol,3q9lO6rO,2.34,2.13,4.47,0.0821,0.1034,0.0321,1.52,C,,GOOD,TOP3000,SUBINDUSTRY,40,0.08,0,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
r2_p5_d10,78Zj035x,2.41,2.06,4.47,0.1152,0.0917,0.0331,2.02,C,,EXCELLENT,TOP3000,INDUSTRY,10,0.08,1,N,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w110_d,xAY7Ngjm,2.84,1.63,4.47,0.377,0.1236,0.0316,3.09,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w115_k,XgWZApl8,3.03,1.44,4.47,0.5785,0.1312,0.048,3.42,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_tfvceq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w38_d,MP1gdNGz,2.28,2.19,4.47,0.0968,0.1153,0.0329,1.2,C,,EXCELLENT,TOP2000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
t1_d0_grp_xo,1YxwGxER,2.61,1.85,4.46,0.2309,0.1163,0.0512,2.68,C,,AVERAGE,TOP3000,SUBINDUSTRY,8,0.08,0,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w76_i,e79E6jjl,2.49,1.97,4.46,0.2098,0.1313,0.0404,1.92,C,,GOOD,TOP3000,INDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, industry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, industry) + group_rank(ts_av_diff(cash/assets, 60), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), industry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 120))"
y3_t010,6Xrl0ZlL,2.39,2.07,4.46,0.0853,0.0934,0.0416,2.32,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.1,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
y4_t006,E5vlzNPJ,2.39,2.07,4.46,0.0853,0.0934,0.0416,2.32,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.06,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
o4_xopr_vwap_d10,d5OjVGxx,2.49,1.96,4.45,0.1657,0.103,0.0446,2.5,C,,GOOD,TOP3000,SUBINDUSTRY,10,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))"
w37_j,YP5l8n7A,2.31,2.14,4.45,0.1216,0.107,0.0343,2.55,C,,EXCELLENT,TOP3000,MARKET,20,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w39_g,d5O9z2qx,2.37,2.08,4.45,0.0815,0.0962,0.0377,1.59,C,,EXCELLENT,TOP3000,SUBINDUSTRY,40,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 4), subindustry) + rank(volume/ts_mean(volume, 60))"
x7_s8_d30,Jjx7z0w2,2.39,2.06,4.45,0.0853,0.0933,0.0416,2.32,C,,EXCELLENT,TOP3000,SUBINDUSTRY,30,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
r1_p5_d6,E5vlYzQL,2.49,1.95,4.44,0.158,0.0971,0.0347,2.35,C,,GOOD,TOP3000,INDUSTRY,6,0.08,1,N,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w112_f,WjPrPL0G,2.63,1.81,4.44,0.2469,0.1164,0.0361,2.42,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebit_low/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w119_c,WjPZ1PpP,2.69,1.75,4.44,0.2526,0.1066,0.0402,2.63,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1""))"
w60_g,rK597g61,2.71,1.73,4.44,0.3715,0.1519,0.0446,3.06,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
s10_grp_pw,2rOlGd9Z,2.38,2.05,4.43,0.1344,0.0998,0.0312,2.75,C,,EXCELLENT,TOP3000,INDUSTRY,12,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry)"
w109_d,58QKOAgJ,2.64,1.79,4.43,0.2375,0.1096,0.0296,2.07,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.2, 1, 0.2""))"
