cid,id,SF,S,F,T,tS,DD,decay,maxcorr,nearest,need_S,need_who,margin,verdict,expr
w116_l,KPOAAz2x,4.26,2.43,1.83,0.1912,1.74,0.0347,4,0.8654,kqVp6wnO,3.795,0mR2K6lr,-1.365,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w106_e,vRkXEl9d,4.57,2.59,1.98,0.1885,1.77,0.0293,4,0.8655,e79PvPpE,3.795,0mR2K6lr,-1.205,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 90))"
w68_h,KPO5vmEg,4.31,2.4,1.91,0.2314,2.22,0.037,4,0.866,N1QJPJE8,3.795,0mR2K6lr,-1.395,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_rank(close, 10), industry)"
w77_h,d5Ova1gE,4.25,2.36,1.89,0.2066,1.49,0.0437,4,0.8667,e79PvPpE,3.795,0mR2K6lr,-1.435,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, industry) + group_rank(ts_av_diff(cash/assets, 75), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), industry) + group_rank(-ts_delta(close, 10), industry) + rank(volume/ts_mean(volume, 120))"
w55_g,gJQXb8bg,5.87,2.99,2.88,0.1753,2.72,0.0351,10,0.867,mLgd6nwX,3.487,mLgd6nwX,-0.497,NO,"group_rank(fnd6_xrent/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 2), industry) + rank(volume/ts_mean(volume, 60))"
w52_h,qMWOjxW1,5.82,2.97,2.85,0.1687,2.64,0.0315,10,0.867,mLgd6nwX,3.487,mLgd6nwX,-0.517,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w105_i,xAYp7Ojn,4.84,2.87,1.97,0.2498,2.57,0.029,4,0.8672,npKGgKLw,3.795,0mR2K6lr,-0.925,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w107_f,vRk7mlzb,4.79,3.13,1.66,0.4583,3.74,0.0387,1,0.8674,npKGgKLw,3.575,j23Pl0e5,-0.445,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry)"
w87_g,1Yx2xnZJ,4.79,2.6,2.19,0.1433,1.64,0.0312,4,0.8679,e79PvPpE,3.795,0mR2K6lr,-1.195,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.45*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.45*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.5*group_rank(-ts_delta(close, 10), subindustry) + 0.5*rank(volume/ts_mean(volume, 120))"
w108_f,9qV5wdOx,4.66,2.9,1.76,0.3249,2.52,0.0287,1,0.8681,npKGgKLw,3.795,0mR2K6lr,-0.895,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 5), subindustry)"
r6_p5_sec,akL7l22v,4.53,2.42,2.11,0.1047,2.06,0.036,12,0.8684,9qVrJkYe,3.102,O0rZ90n1,-0.682,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w79_f,A10EXj1Y,4.11,2.36,1.75,0.2086,1.37,0.053,4,0.8712,E5vx6NJP,2.695,E5vx6NJP,-0.335,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w36_e,1Yxjnnvm,5.49,2.69,2.8,0.1184,1.71,0.0322,20,0.8716,RRV5l5Go,3.487,mLgd6nwX,-0.797,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w39_i,om6PG5Pv,4.63,2.49,2.14,0.1059,2.04,0.0423,40,0.8718,LL98E87L,2.706,9qVEA1ZV,-0.216,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w110_e,npKGNnbE,4.14,2.84,1.3,0.5378,3.38,0.0313,1,0.8718,npKGgKLw,3.575,j23Pl0e5,-0.735,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
r3_p5_d14,QP37qxbG,4.33,2.35,1.98,0.0953,1.82,0.0338,14,0.8719,9qVrJkYe,3.102,O0rZ90n1,-0.752,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
g02_xrent_cash,npK2nONd,4.61,2.52,2.09,0.1619,1.36,0.0315,8,0.8722,O0rZ90n1,3.102,O0rZ90n1,-0.582,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + rank(-ts_delta(close, 2))"
w78_d,XgWMNaO5,4.16,2.37,1.79,0.1914,1.52,0.0349,4,0.8728,e79PvPpE,3.795,0mR2K6lr,-1.425,NO,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w78_h,1Yx0O5rJ,4.56,2.6,1.96,0.1998,1.35,0.0398,4,0.8734,e79PvPpE,3.795,0mR2K6lr,-1.195,NO,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w118_e,3q9Kqr7e,4.21,2.53,1.68,0.2246,2.18,0.0264,4,0.8735,akLmmvPW,2.728,akLmmvPW,-0.198,NO,"group_rank(fnd6_intc/assets, bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(sga_expense/sales), range=""0.1, 1, 0.1""))"
w56_b,d5OY1Xgv,5.04,2.65,2.39,0.1753,1.61,0.0271,10,0.8737,RRV5l5Go,3.487,mLgd6nwX,-0.837,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w56_f,O0rR8mjg,5.04,2.65,2.39,0.1753,1.61,0.0271,10,0.8737,RRV5l5Go,3.487,mLgd6nwX,-0.837,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w79_g,e79EMRYM,4.12,2.39,1.73,0.1993,1.72,0.0362,4,0.8741,e79PvPpE,3.795,0mR2K6lr,-1.405,NO,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
o2_xopr_vwap_vol90,RRV7QVQn,4.53,2.58,1.95,0.1933,2.35,0.0428,8,0.8745,0mRwgR6k,3.102,O0rZ90n1,-0.522,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 90))"
w116_f,j23kkmdW,4.87,2.75,2.12,0.2076,2.15,0.0323,4,0.875,kqVp6wnO,3.795,0mR2K6lr,-1.045,NO,"group_rank(fnd6_intc/assets, sector) + group_rank(fnd6_tfvce/assets, sector) + group_rank(fnd6_lifr/assets, sector) + group_rank(ts_av_diff(cash/assets, 45), sector) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), sector) + group_rank(-ts_delta(close, 2), sector)"
w66_a,RRVldAAe,4.57,2.94,1.63,0.4102,3.35,0.0341,2,0.8753,j23Pl0e5,3.795,0mR2K6lr,-0.855,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w41_c,O0r6VZzJ,4.72,2.38,2.34,0.122,1.99,0.0339,40,0.8763,RRV5l5Go,2.629,RRV5l5Go,-0.249,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w69_a,rK5NGW0d,4.01,2.38,1.63,0.3246,2.1,0.0584,3,0.8764,N1QJPJE8,3.795,0mR2K6lr,-1.415,NO,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))"
w119_d,ZY08P0nQ,4.74,2.68,2.06,0.2019,2.12,0.0321,4,0.8767,kqVp6wnO,3.795,0mR2K6lr,-1.115,NO,"group_rank(fnd6_intc/assets, bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(volume, 20)), range=""0.1, 1, 0.1""))"
w77_j,78ZlYlxO,4.02,2.32,1.7,0.2114,1.29,0.0439,4,0.8771,e79PvPpE,3.795,0mR2K6lr,-1.475,NO,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w118_n,9qVeq3ld,4.09,2.43,1.66,0.2203,1.77,0.029,4,0.8773,akLmmvPW,3.795,0mR2K6lr,-1.365,NO,"group_rank(fnd6_intc/assets, bucket(rank(debt/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(debt/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(debt/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(debt/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(debt/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(debt/assets), range=""0.1, 1, 0.1""))"
w32_c,pwPvYJAX,4.75,2.66,2.09,0.1919,1.83,0.0298,8,0.8792,O0rZ90n1,3.102,O0rZ90n1,-0.442,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_newqv1300_mibtq/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w106_f,3q9vKRdz,4.9,2.93,1.97,0.2633,2.39,0.0356,4,0.8796,j23Pl0e5,3.795,0mR2K6lr,-0.865,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), industry) + rank(volume/ts_mean(volume, 60))"
w56_g,A10ev37X,5.19,2.67,2.52,0.16,1.5,0.0276,12,0.8797,RRV5l5Go,3.487,mLgd6nwX,-0.817,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 40), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
r4_p5_t006,QP37jPO5,4.42,2.39,2.03,0.1037,1.88,0.0323,12,0.8805,9qVrJkYe,3.102,O0rZ90n1,-0.712,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
r5_p5_t010,E5vlbAo0,4.42,2.39,2.03,0.1037,1.88,0.0323,12,0.8805,9qVrJkYe,3.102,O0rZ90n1,-0.712,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w59_g,j23oY0Mo,4.98,3.2,1.78,0.4599,4.01,0.041,2,0.8808,j23Pl0e5,3.795,0mR2K6lr,-0.595,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w92_b,RRVoK5ea,4.82,2.74,2.08,0.2399,2.38,0.0381,4,0.8817,E5vx6NJP,3.795,0mR2K6lr,-1.055,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w74_g,e79E997g,4.55,2.96,1.59,0.4644,3.72,0.0419,2,0.8822,j23Pl0e5,3.575,j23Pl0e5,-0.615,NO,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w78_f,om6ZPxmk,4.16,2.41,1.75,0.199,1.46,0.0393,4,0.8822,E5vx6NJP,3.795,0mR2K6lr,-1.385,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 120))"
d6_d0_grev5_xr_vol,MP17nYN8,4.17,2.17,2.0,0.0789,1.41,0.0367,40,0.8839,XgWnklXa,3.102,O0rZ90n1,-0.932,NO,"group_rank(-ts_delta(close, 5), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w74_d,mLgQg35X,4.57,2.66,1.91,0.2871,1.93,0.049,3,0.8847,N1QJPJE8,3.795,0mR2K6lr,-1.135,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))"
w53_b,3q91lvxO,5.91,3.02,2.89,0.1724,2.64,0.0343,10,0.8849,mLgd6nwX,3.487,mLgd6nwX,-0.467,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
a3_g02_d40,om6qZ3Qm,4.27,2.27,2.0,0.0734,1.42,0.0346,40,0.8858,XgWnklXa,3.102,O0rZ90n1,-0.832,NO,"group_rank(fnd6_xrent/assets, subindustry) + rank(-ts_delta(close, 2)) + rank(volume/ts_mean(volume, 60))"
w62_h,ZY0dPjv1,5.02,3.12,1.9,0.4758,3.57,0.0508,2,0.8863,mLgd6nwX,3.575,j23Pl0e5,-0.455,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w79_a,xAY5pxng,4.09,2.33,1.76,0.1945,1.3,0.0432,4,0.8871,e79PvPpE,3.795,0mR2K6lr,-1.465,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w105_k,vRkX7z83,4.86,2.94,1.92,0.2819,2.45,0.0349,4,0.8874,j23Pl0e5,3.795,0mR2K6lr,-0.855,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w109_b,YP530vzR,4.17,2.83,1.34,0.5337,3.23,0.0296,1,0.8881,npKGgKLw,3.575,j23Pl0e5,-0.745,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w78_i,kqV9v3dP,4.41,2.51,1.9,0.1985,1.81,0.0325,4,0.8886,E5vx6NJP,3.795,0mR2K6lr,-1.285,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 120))"
w67_d,O0rM8nNY,4.51,2.66,1.85,0.3225,3.13,0.0301,2,0.8891,9qX3M2mq,3.014,kqjpepz8,-0.354,NO,"group_rank(liabilities_curr/assets, industry) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_netdebt_mean/assets, industry) + group_rank(-ts_rank(close, 10), industry)"
r2_p5_d10,78Zj035x,4.47,2.41,2.06,0.1152,2.02,0.0331,10,0.8912,9qVrJkYe,3.102,O0rZ90n1,-0.692,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w110_d,xAY7Ngjm,4.47,2.84,1.63,0.377,3.09,0.0316,2,0.8915,npKGgKLw,3.795,0mR2K6lr,-0.955,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
o4_xopr_vwap_d10,d5OjVGxx,4.45,2.49,1.96,0.1657,2.5,0.0446,10,0.8919,0mRwgR6k,3.102,O0rZ90n1,-0.612,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))"
w58_d,vRkZOLP3,4.72,2.91,1.81,0.4122,3.78,0.0524,3,0.892,mLgd6nwX,3.795,0mR2K6lr,-0.885,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
s5_xo06,QP3706eK,4.15,2.39,1.76,0.1655,2.38,0.0471,6,0.8921,0mRwgR6k,3.102,O0rZ90n1,-0.712,NO,"group_rank(fnd6_xopr/assets, subindustry) + 0.6 * rank(-ts_delta(vwap, 2)) + 0.6 * rank(volume/ts_mean(volume, 60))"
w27_ivstq_xrent,d5O1Pz5j,4.61,2.48,2.13,0.1732,2.35,0.0341,8,0.8933,le8EMjoN,3.069,le8EMjoN,-0.589,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + rank(-ts_delta(close, 2)) + rank(volume/ts_mean(volume, 60))"
w76_h,78ZloP9L,4.48,2.69,1.79,0.2814,1.89,0.0319,3,0.8948,E5vx6NJP,3.795,0mR2K6lr,-1.105,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))"
